HOSPITAL_NAME,CITY,STATE,COUNTRY
UT HEALTH EAST TEXAS ATHENS,ATHENS,TX,USA
CHRISTUS SOUTHEAST TEXAS - ST ELIZABETH,BEAUMONT,TX,USA
BELLVILLE MEDICAL CENTER,BELLVILLE,TX,USA
ST. JOSEPH REGIONAL HEALTH CENTER,BRYAN,TX,USA
THE PHYSICIANS CENTRE HOSPITAL,BRYAN,TX,USA
VALLEY BAPTIST MEDICAL CENTER - BROWNSVILLE,BROWNSVILLE,TX,USA
UT HEALTH EAST TEXAS CARTHAGE,CARTHAGE,TX,USA
HCA HOUSTON HEALTHCARE CONROE,CONROE,TX,USA
THE CORPUS CHRISTI MEDICAL CENTER - BAY AREA,CORPUS CHRISTI,TX,USA
MEMORIAL HERMANN CYPRESS HOSPITAL,CYPRESS,TX,USA
UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER,DALLAS,TX,USA
RIVERSIDE BEHAVIORAL CENTER,PUNTA GORDA,FL,USA
SANDY PINES PSYCHIATRIC HOSPITAL,TEQUESTA,FL,USA
FORT DUNCAN REGIONAL MEDICAL CENTER,EAGLE PASS,TX,USA
LAKEVIEW CENTER - PSYCHIATRIC HOSPITAL,PENSACOLA,FL,USA
LAWNWOOD PAVILION - PSYCHIATRIC HOSPITAL,FORT PIERCE,FL,USA
DOCTOR'S HOSPITAL AT RENAISSANCE,EDINBURG,TX,USA
THE HOSPITALS OF PROVIDENCE MEMORIAL CAMPUS,EL PASO,TX,USA
THE HOSPITALS OF PROVIDENCE SIERRA CAMPUS,EL PASO,TX,USA
TEXAS HEALTH HARRIS METHODIST HOSPITAL FORT WORTH,FORT WORTH,TX,USA
JOHN PETER SMITH HOSPITAL,FORT WORTH,TX,USA
BAYLOR SCOTT & WHITE ALL SAINTS MEDICAL CENTER FORT WORTH,FORT WORTH,TX,USA
TEXAS HEALTH HUGULEY HOSPITAL,FORT WORTH,TX,USA
BAYLOR SCOTT & WHITE MEDICAL CENTER AT GRAPEVINE,GROESBECK,TX,USA
VALLEY BAPTIST MEDICAL CENTER,HARLINGEN,TX,USA
TEXAS CHILDREN'S HOSPITAL,HOUSTON,TX,USA
HARRIS HEALTH SYSTEM BEN TAUB GENERAL HOSPITAL,HOUSTON,TX,USA
THE WOMAN'S HOSPITAL OF TEXAS,HOUSTON,TX,USA
BAYLOR SCOTT & WHITE MEDICAL CENTER - IRVING,IRVING,TX,USA
ST. MARK'S MEDICAL CENTER,LA GRANGE,TX,USA
MEDICAL CITY OF LEWISVILLE,LEWISVILLE,TX,USA
CHRISTUS GOOD SHEPHERD MEDICAL CENTER - MARSHALL,MARSHALL,TX,USA
NACOGDOCHES MEMORIAL HOSPITAL,NACOGDOCHES,TX,USA
NAPERVILLE PSYCHIATRIC VENTURES - DBA LINDEN OAKS HOSPITAL,NAPERVILLE,IL,USA
NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA EVANSTON HOSPITAL,EVANSTON,IL,USA
MEDICAL CITY OF PLANO,PLANO,TX,USA
EAST TEXAS MEDICAL CENTER MOUNT VERNON,MOUNT VERNON,TX,USA
SPRINGFIELD HOSPITAL INC - DBA LINCOLN PRAIRIE BEHAVIORAL HEALTH CENTER,SPRINGFIELD,IL,USA
ASCENSION SETON MEDICAL CENTER WILLIAMSON,ROUND ROCK,TX,USA
SHANNON WEST TEXAS MEMORIAL HOSPITAL,SAN ANGELO,TX,USA
CHRISTUS SANTA ROSA HOSPITAL - SAN MARCOS,SAN MARCOS,TX,USA
ASCENSION SETON SMITHVILLE REGIONAL HOSPITAL,SMITHVILLE,TX,USA
ADVENTIST HEALTHCARE REHABILITATION AT ROCKVILLE,ROCKVILLE,MD,USA
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILLE,STEPHENVILLE,TX,USA
BAYLOR SCOTT & WHITE MEDICAL CENTER - SUNNYVALE,SUNNYVALE,TX,USA
BAYLOR SCOTT & WHITE MEDICAL CENTER TEMPLE,TEMPLE,TX,USA
ST. LUKES SUGAR LAND HOSPITAL,SUGAR LAND,TX,USA
CHRISTUS ST. MICHAEL HEALTH SYSTEM,TEXARKANA,TX,USA
CHRISTUS MOTHER FRANCES HOSPITAL - TYLER,TYLER,TX,USA
UT HEALTH EAST TEXAS TYLER REGIONAL HOSPITAL,TYLER,TX,USA
DETAR HEALTHCARE SYSTEM,VICTORIA,TX,USA
MEDICAL CITY WEATHERFORD,WEATHERFORD,TX,USA
CITY HOSPITAL AT WHITE ROCK,DALLAS,TX,USA
PAM SPECIALTY HOSPITAL OF CORPUS CHRISTI SOUTH,CORPUS CHRISTI,TX,USA
UNITED MEMORIAL MEDICAL SYSTEMS,HOUSTON,TX,USA
NORTH CENTRAL BAPTIST HOSPITAL,SAN ANTONIO,TX,USA
NORTHEAST BAPTIST HOSPITAL,SAN ANTONIO,TX,USA
CHRISTUS SOUTHEAST TEXAS - ST MARY,PORT ARTHUR,TX,USA
OHIO HOSPITAL FOR PSYCHIATRY,COLUMBUS,OH,USA
COLEMAN COUNTY MEDICAL CENTER,COLEMAN,TX,USA
"ACCESS HOSPITAL DAYTON, LLC",DAYTON,OH,USA
DEL SOL MEDICAL CENTER A CAMPUS OF LPDS HEALTHCARE,EL PASO,TX,USA
SHRINERS HOSP FOR CHILDREN,CINCINNATI,OH,USA
ARROWHEAD BEHAVIORAL HEALTH,MAUMEE,OH,USA
UNIVERSITY GENERAL HOSPITAL DALLAS,DALLAS,TX,USA
CUERO REGIONAL HOSPITAL,CUERO,TX,USA
HOUSTON METHODIST SAN JACINTO HOSPITAL ALEXANDER CAMPUS,BAYTOWN,TX,USA
PROVIDENCE HOSPITAL OF NORTH HOUSTON LLC,HOUSTON,TX,USA
COVENANT MEDICAL CENTER - LAKESIDE,LUBBOCK,TX,USA
ESSENTIA HEALTH ST MARY'S HOSPITAL - SUPERIOR,SUPERIOR,WI,USA
FOND DU LAC COUNTY ACUTE PSYCH UNIT,FOND DU LAC,WI,USA
VIBRA HOSPITAL OF BOISE,MERIDIAN,ID,USA
NELL J. REDFIELD MEMORIAL HOSPITAL,MALAD CITY,ID,USA
KINDRED HOSPITAL INDIANAPOLIS,INDIANAPOLIS,IN,USA
LOGANSPORT STATE HOSPITAL,LOGANSPORT,IN,USA
UNIVERSITY OF TEXAS MEDICAL BRANCH HOSPITAL,GALVESTON,TX,USA
MEMORIAL HERMANN SOUTHWEST HOSPITAL,HOUSTON,TX,USA
STANDING ROCK INDIAN HEALTH SERVICES HOSPITAL,FORT YATES,ND,USA
FROEDTERT MEM LUTHERAN HSPTL,MILWAUKEE,WI,USA
PINE RIDGE HOSPITAL,PINE RIDGE,SD,USA
CLAREMORE HOSPITAL,CLAREMORE,OK,USA
WINNEBAGO HOSPITAL,WINNEBAGO,NE,USA
COMMUNITY HOSPITAL ONAGA LTCU,ST MARYS,KS,USA
GRISELL MEMORIAL HOSPITAL LTCU,RANSOM,KS,USA
MS BAND OF CHOCTAW HOSPITAL,CHOCTAW,MS,USA
FROEDTERT SOUTH - FROEDTERT KENOSHA HOSPITAL,KENOSHA,WI,USA
FROEDTERT SOUTH-FROEDTERT PLEASANT PRAIRIE HOSPITAL,PLEASANT PRAIRIE,WI,USA
REYNOLDS ARMY COMMUNITY HOSPITAL,FORT SILL,OK,USA
PHS INDIAN HOSPITAL AT BROWNING BLACKFEET,BROWNING,MT,USA
RICHARD L. ROUDEBUSH VA MEDICAL CENTER,INDIANAPOLIS,IN,USA
MONCRIEF ARMY COMMUNITY HOSPITAL,FORT JACKSON,SC,USA
KINDRED HOSPITAL HOUSTON MEDICAL CENTER,HOUSTON,TX,USA
VA MEDICAL CENTER - MANCHESTER,MANCHESTER,NH,USA
CHI ST JOSEPH HEALTH MADISON HOSPITAL,MADISONVILLE,TX,USA
GEORGE E. WAHLEN DEPARTMENT OF VETERANS AFFAIRS MEDICAL CENTER,SALT LAKE CITY,UT,USA
VA MEDICAL CENTER - H.J. HEINZ CAMPUS,PITTSBURGH,PA,USA
VA CENTRAL WESTERN MASSACHUSETTS HEALTHCARE SYSTEM,NORTHAMPTON,MA,USA
VA MEDICAL CENTER - CHEYENNE,CHEYENNE,WY,USA
VA MEDICAL CENTER - SHERIDAN,SHERIDAN,WY,USA
VA MEDICAL CENTER - VANCOUVER CAMPUS,VANCOUVER,WA,USA
VA MEDICAL CENTER - BROCKTON DIVISION,BROCKTON,MA,USA
HUNTER HOLMES MCGUIRE VA MEDICAL CENTER,RICHMOND,VA,USA
SELECT SPECIALTY HOSPITAL - DALLAS,CARROLLTON,TX,USA
SAINT ALPHONSUS EAGLE HEALTH PLZ-ER,EAGLE,ID,USA
UT HEALTH EAST TEXAS QUITMAN,QUITMAN,TX,USA
LIFECARE HOSPITALS OF FORT WORTH,FORT WORTH,TX,USA
KINDRED HOSPITAL - FORT WORTH,FORT WORTH,TX,USA
REGENCY HOSPITAL OF FORT WORTH,FORT WORTH,TX,USA
KINDRED HOSPITAL EAST HOUSTON,CHANNELVIEW,TX,USA
BAYLOR SCOTT & WHITE SURGICAL HOSPITAL AT SHERMAN,SHERMAN,TX,USA
BAYLOR SCOTT & WHITE HOSPITAL - TAYLOR,TAYLOR,TX,USA
CHRISTUS MOTHER FRANCES HOSPITAL - SULPHUR SPRINGS,SULPHUR SPRINGS,TX,USA
SOLARA HOSPITAL HARLINGEN,HARLINGEN,TX,USA
UNIVERSITY OF TEXAS HEALTH CENTER - TYLER,TYLER,TX,USA
LAREDO SPECIALTY HOSPITAL,LAREDO,TX,USA
COVENANT SPECIALTY HOSPITAL,LUBBOCK,TX,USA
KINDRED HOSPITAL - MANSFIELD,MANSFIELD,TX,USA
PAM SPECIALTY HOSPITAL OF NEW BRAUNFELS,NEW BRAUNFELS,TX,USA
MID-JEFFERSON EXTENDED CARE HOSPITAL,NEDERLAND,TX,USA
CORNERSTONE SPECIALTY HOSPITALS CLEAR LAKE,WEBSTER,TX,USA
"SOLARA HOSPITAL HARLINGEN, BROWNSVILLE CAMPUS",BROWNSVILLE,TX,USA
SPRING HOSPITAL,SPRING,TX,USA
NEXUS SPECIALTY HOSPITAL - THE WOODLANDS,THE WOODLANDS,TX,USA
AUSTIN VA OUTPATIENT CLINIC,AUSTIN,TX,USA
THE CORPUS CHRISTI MEDICAL CENTER - DOCTORS REGIONAL,CORPUS CHRISTI,TX,USA
BAYLOR SCOTT & WHITE MCLANE CHILDRENS MEDICAL CENTER,TEMPLE,TX,USA
ADVENTHEALTH CENTRAL TEXAS,KILLEEN,TX,USA
KINDRED HOSPITAL NORTH HOUSTON,HOUSTON,TX,USA
CHRISTUS SANTA ROSA HOSPITAL - WESTOVER HILLS,SAN ANTONIO,TX,USA
SETON SHOAL CREEK HOSPITAL,AUSTIN,TX,USA
AUSTIN LAKES HOSPITAL,AUSTIN,TX,USA
HICKORY TRAIL HOSPITAL,DE SOTO,TX,USA
UNIVERSITY BEHAVIORAL HEALTH OF DENTON,DENTON,TX,USA
EL PASO BEHAVIORAL HEALTH SYSTEM,EL PASO,TX,USA
RIO GRANDE STATE CENTER,HARLINGEN,TX,USA
HOUSTON BEHAVIORAL HEALTHCARE HOSPITAL LLC,HOUSTON,TX,USA
KERRVILLE STATE HOSPITAL,KERRVILLE,TX,USA
DEVEREUX TEXAS TREATMENT NETWORK,LEAGUE CITY,TX,USA
RIVER CREST HOSPITAL,SAN ANGELO,TX,USA
LAUREL RIDGE TREATMENT CENTER,SAN ANTONIO,TX,USA
TERRELL STATE HOSPITAL,TERRELL,TX,USA
ASCENSION DEPAUL CENTER,WACO,TX,USA
LONE STAR BEHAVIORAL HEALTH CYPRESS,CYPRESS,TX,USA
MONTGOMERY COUNTY MENTAL HEALTH TREATMENT FACILITY,CONROE,TX,USA
MESA SPRINGS,FORT WORTH,TX,USA
OCEANS BEHAVIORAL HOSPITAL OF LUFKIN,LUFKIN,TX,USA
ROCK PRAIRIE BEHAVIORAL HEALTH,COLLEGE STATION,TX,USA
HAVEN BEHAVIORAL HOSPITAL OF FRISCO,FRISCO,TX,USA
WELLBRIDGE HEALTHCARE GREATER DALLAS,PLANO,TX,USA
SUNDANCE HOSPITAL DALLAS,GARLAND,TX,USA
TMC BEHAVIORAL HEALTH CENTER,SHERMAN,TX,USA
JPS HEALTH NETWORK - TRINITY SPRINGS NORTH,FORT WORTH,TX,USA
WELLBRIDGE HOSPITAL OF FORT WORTH,FORT WORTH,TX,USA
CROSS CREEK HOSPITAL,AUSTIN,TX,USA
KAPIOLANI MEDICAL CENTER FOR WOMEN AND CHILDREN,HONOLULU,HI,USA
ST. DAVID'S REHABILITATION CENTER,AUSTIN,TX,USA
HEALTHSOUTH REHABILITATION HOSPITAL OF AUSTIN,AUSTIN,TX,USA
SELECT REHABILITATION HOSPITAL OF DENTON,DENTON,TX,USA
HIGHLANDS REGIONAL REHABILITATION HOSPITAL,EL PASO,TX,USA
TIRR MEMORIAL HERMANN,HOUSTON,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MIDLAND/ODESSA,MIDLAND,TX,USA
ENCOMPASS HEALTH HOSPITAL OF ROUND ROCK,ROUND ROCK,TX,USA
WARM SPRINGS REHABILITATION HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,USA
CHRISTUS ST. MICHAEL REHABILITATION HOSPITAL,TEXARKANA,TX,USA
UT HEALTH EAST TEXAS REHABILITATION HOSPITAL,TYLER,TX,USA
BAYLOR INSTITUTE FOR REHABILITATION AT FORT WORTH,FORT WORTH,TX,USA
BAYLOR INSTITUTE FOR REHABILITATION AT FRISCO,FRISCO,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF CYPRESS,HOUSTON,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL THE VINTAGE,HOUSTON,TX,USA
WARM SPRINGS REHABILITATION HOSPITAL OF THOUSAND OAKS,SAN ANTONIO,TX,USA
CENTRAL TEXAS REHABILIATION HOSPITAL,AUSTIN,TX,USA
CHRISTUS SOUTHEAST TEXAS ORTHOPEDIC SPECIALTY CENTER,BEAUMONT,TX,USA
BAYLOR SCOTT AND WHITE THE HEART HOSPITAL PLANO,PLANO,TX,USA
TEXAS INSTITUTE FOR SURGERY AT TEXAS HEALTH PRESBYTERIAN DALLAS,DALLAS,TX,USA
THE CORPUS CHRISTI MEDICAL CENTER - THE HEART HOSPITAL,CORPUS CHRISTI,TX,USA
WISE HEALTH SURGECAL HOSPITAL,FORT WORTH,TX,USA
ST DAVIDS SURGICAL HOSPITAL A CAMPUS OF NORTH AUSTIN MEDICAL CTR,AUSTIN,TX,USA
CURAHEALTH TUCSON LLC,TUCSON,AZ,USA
PALO VERDE BEHAVIORAL HEALTH,TUCSON,AZ,USA
GUNDERSEN ST JOSEPHS HOSPITAL AND CLINICS,HILLSBORO,WI,USA
MARSHALL MEDICAL CENTERS NORTH CAMPUS,GUNTERSVILLE,AL,USA
CENTRAL ALABAMA VETERANS HEALTH CARE SYSTEM WEST CAMPUS,MONTGOMERY,AL,USA
DECATUR MORGAN HOSPITAL - PARKWAY CAMPUS,DECATUR,AL,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF GADSDEN,GADSDEN,AL,USA
RUSSELL MEDICAL CENTER,ALEXANDER CITY,AL,USA
KAHI MOHALA,EWA BEACH,HI,USA
"MEDICAL WEST HOSPITAL AUTHORITY, AN AFFILIATE OF UAB HEALTH SYSTEM",BESSEMER,AL,USA
CHEROKEE MENTAL HEALTH INSTITUTE,CHEROKEE,IA,USA
NORTH IOWA MEDICAL CENTER WEST CAMPUS,MASON CITY,IA,USA
GUNDERSEN TRI-COUNTY HOSPITAL AND CLINICS,WHITEHALL,WI,USA
ANNA HOSPITAL CORPORATION - DBA UNION COUNTY HOSPITAL,ANNA,IL,USA
GOTTLIEB COMMUNITY HEALTH SERVICES CORPORATION - DBA MACNEAL HOSPITAL,BERWYN,IL,USA
COMMUNITY FIRST HEALTHCARE OF ILLINOIS INC - DBA COMMUNITY FIRST MEDICAL CENTER,CHICAGO,IL,USA
VIBRA HOSPITAL OF SAN DIEGO,SAN DIEGO,CA,USA
SAN RAMON REGIONAL MEDICAL CENTER,SAN RAMON,CA,USA
LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P SNF,LOMPOC,CA,USA
BETHESDA REHABILITATION HOSPITAL,BATON ROUGE,LA,USA
SAGE REHABILITATION INSTITUTE,BATON ROUGE,LA,USA
STERLINGTON REHABILITATION HOSPITAL,BASTROP,LA,USA
NAVAL HOSPITAL LEMOORE,LEMOORE,CA,USA
LOS ANGELES AMBULATORY CARE CENTER,LOS ANGELES,CA,USA
EXODUS RECOVERY PHF,CULVER CITY,CA,USA
LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,REDLANDS,CA,USA
SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,CORONADO,CA,USA
VA MEDICAL CENTER - PALO ALTO DIVISION,PALO ALTO,CA,USA
JEWISH HOME & REHAB CENTER,SAN FRANCISCO,CA,USA
ADVENTIST HEALTH HANFORD,HANFORD,CA,USA
VA MEDICAL CENTER - MENLO PARK DIVISION,MENLO PARK,CA,USA
COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,CA,USA
SANTA ROSA MEMORIAL HOSPITAL-SOTOYOME,SANTA ROSA,CA,USA
SUTTER MEDICAL CENTER OF SANTA ROSA,SANTA ROSA,CA,USA
ADVENTIST HEALTH ST. HELENA,ST. HELENA,CA,USA
ALTA BATES SUMMIT MEDICAL CENTER-ALTA BATES CAMPUS,BERKELEY,CA,USA
STANFORD HEALTH CARE - VALLEYCARE,PLEASANTON,CA,USA
CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,DUARTE,CA,USA
ADVENTIST HEALTH GLENDALE,GLENDALE,CA,USA
KAISER FOUNDATION HOSPITAL - MENTAL HEALTH CENTER,LOS ANGELES,CA,USA
MOTION PICTURE AND TELEVISION HOSPITAL,WOODLAND HILLS,CA,USA
NORWALK COMMUNITY HOSPITAL,NORWALK,CA,USA
EL CAMINO HEALTH,MOUNTAIN VIEW,CA,USA
KAISER PERMANENTE P.H.F - SANTA CLARA,SANTA CLARA,CA,USA
ST. LOUISE REGIONAL HOSPITAL,GILROY,CA,USA
DOMINICAN HOSPITAL-SANTA CRUZ/FREDERICK,SANTA CRUZ,CA,USA
SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,CA,USA
BURLINGAME HEALTH CARE CENTER D/P SNF,BURLINGAME,CA,USA
SETON COASTSIDE,MOSS BEACH,CA,USA
COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,CA,USA
ST. AGNES MEDICAL CENTER,FRESNO,CA,USA
KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,RICHMOND,CA,USA
SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,SACRAMENTO,CA,USA
ST. JOSEPH HOSPITAL - EUREKA,EUREKA,CA,USA
HOAG HOSPITAL IRVINE,IRVINE,CA,USA
KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - IRVINE,IRVINE,CA,USA
ST. JOSEPH HOSPITAL - ORANGE,ORANGE,CA,USA
NORTHSIDE HOSPITAL GWINNETT,LAWRENCEVILLE,GA,USA
SOUTHERN CRESCENT HOSPITAL FOR SPECIALTY CARE,RIVERDALE,GA,USA
EMORY LONG TERM CARE,DECATUR,GA,USA
OCHSNER MEDICAL CENTER-WEST BANK,GRETNA,LA,USA
WK BOSSIER HEALTH CENTER,BOSSIER CITY,LA,USA
ACADIA-ST. LANDRY HOSPITAL,CHURCH POINT,LA,USA
OCHSNER MEDICAL CENTER-NORTH SHORE,SLIDELL,LA,USA
ST. MARTIN HOSPITAL,BREAUX BRIDGE,LA,USA
WILLIS-KNIGHTON MEDICAL CENTER,SHREVEPORT,LA,USA
FROEDTERT WEST BEND HOSPITAL,WEST BEND,WI,USA
THEDACARE MEDICAL CENTER WILD ROSE COM MEM HOSPITAL INC,WILD ROSE,WI,USA
CHILDREN'S HEALTHCARE OF ATLANTA,ATLANTA,GA,USA
ROGERS MEMORIAL HOSPITAL BROWN DEER,BROWN DEER,WI,USA
BELLA SERA,RIDGECREST,CA,USA
GEORGE WASHINGTON UNIVERSITY HOSPITAL,WASHINGTON,DC,USA
BETHESDA HOSPITAL WEST,BOYNTON BEACH,FL,USA
96TH MEDICAL GROUP-EGLIN HOSPITAL,EGLIN AFB,FL,USA
CHILDRENS HOSPITAL COLORADO SOUTH CAMPUS,HIGHLANDS RANCH,CO,USA
FLOYD COUNTY MEMORIAL HOSPITAL,CHARLES CITY,IA,USA
ASPIRE HEALTH PARTNERS INC,ORLANDO,FL,USA
ST JOSEPH'S HOSPITAL SOUTH,RIVERVIEW,FL,USA
ADVENTHEALTH WESLEY CHAPEL,WESLEY CHAPEL,FL,USA
UNIVERSITY OF MIAMI HOSPITAL AND CLINICS,MIAMI,FL,USA
NORTH TAMPA BEHAVIORAL HEALTH,WESLEY CHAPEL,FL,USA
WINTER HAVEN WOMEN'S HOSPITAL,WINTER HAVEN,FL,USA
STORY COUNTY HOSPITAL NORTH,NEVADA,IA,USA
STORY CITY MEMORIAL HOSPITAL,STORY CITY,IA,USA
TRINITY REGIONAL HOSPITAL,FORT DODGE,IA,USA
MERIDIAN SERVICES CORP,MUNCIE,IN,USA
SPAULDING HOSPITAL FOR CONTINUING MED CARE CAMBRIDGE,CAMBRIDGE,MA,USA
WESTERN MASSACHUSETTS HOSPITAL,WESTFIELD,MA,USA
SELECT SPECIALTY HOSPITAL OF KS CITY,KANSAS CITY,KS,USA
JOHNS HOPKINS HOSPITAL,BALTIMORE,MD,USA
DE QUEEN MEDICAL CENTER,DE QUEEN,AR,USA
VALLEY BEHAVIORAL HEALTH SYSTEM,BARLING,AR,USA
HOLY FAMILY MEMORIAL INC,MANITOWOC,WI,USA
RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,BENTON,AR,USA
ST. BERNARDS MEDICAL CENTER,JONESBORO,AR,USA
MERCY ORTHOPEDIC HOSPITAL FORT SMITH,FORT SMITH,AR,USA
PARKWAY REGIONAL HOSPITAL,FULTON,KY,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NORTHERN KENTUCKY,EDGEWOOD,KY,USA
NORTHWEST HEALTH PHYSICIANS' SPECIALTY HOSPITAL,FAYETTEVILLE,AR,USA
UNIVERSITY OF COLORADO HEALTH AT MEMORIAL HOSPITAL CENTRAL,COLORADO SPRINGS,CO,USA
MCLEAN HOSPITAL CORPORATION,BELMONT,MA,USA
PAPPAS REHABILITATION HOSPITAL FOR CHILDREN,CANTON,MA,USA
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,BALTIMORE,MD,USA
UMD UPPER CHESAPEAKE MEDICAL CENTER,BEL AIR,MD,USA
ENCOMPASS HEALTH REHAB HOSPITAL OF SALISBURY,SALISBURY,MD,USA
NORTHERN LIGHT MERCY HOSPITAL,PORTLAND,ME,USA
VA MEDICAL CENTER - BATTLE CREEK,BATTLE CREEK,MI,USA
SPARROW HEALTH SYSTEM-ST LAWRENCE CAMPUS,LANSING,MI,USA
ASCENSION STANDISH HOSPITAL,STANDISH,MI,USA
SURGEONS CHOICE MEDICAL CENTER,SOUTHFIELD,MI,USA
"LAKELAND HOSPITAL, NILES",NILES,MI,USA
PROMEDICA COLDWATER REGIONAL HOSPITAL,COLDWATER,MI,USA
BEAUMONT HOSPITAL DEARBORN,DEARBORN,MI,USA
BEAUMONT HOSPITAL GROSSE POINTE,GROSSE POINTE,MI,USA
ASPIRUS IRON RIVER HOSPITAL & CLINICS,IRON RIVER,MI,USA
PROVIDENCE - PARK HOSPITAL,NOVI,MI,USA
KINDRED HOSPITAL DETROIT,DETROIT,MI,USA
NORTH SHORE HEALTH,GRAND MARAIS,MN,USA
MCLAREN NORTHERN MICHIGAN,PETOSKEY,MI,USA
TRACE REGIONAL HOSPITAL,HOUSTON,MS,USA
ALBANY AREA HOSPITAL & MED CTR,ALBANY,MN,USA
DEER RIVER HEALTH CARE CENTER,DEER RIVER,MN,USA
ALOMERE HEALTH,ALEXANDRIA,MN,USA
HEALTHEAST BETHESDA HOSPITAL,ST PAUL,MN,USA
HEALTHEAST ST JOHNS HOSPITAL,ST PAUL,MN,USA
SANFORD MED CTR THIEF RVR FALL,THIEF RIVER FALLS,MN,USA
SANFORD WORTHINGTON MEDICAL,WORTHINGTON,MN,USA
WINDOM AREA HEALTH,WINDOM,MN,USA
KINDRED HOSPITAL - KANSAS CITY,KANSAS CITY,MO,USA
TWO RIVERS BEHAVIORAL HEALTH SYSTEM,KANSAS CITY,MO,USA
HEARTLAND BEHAVIORAL HEALTH SERVICES,NEVADA,MO,USA
LONG TERM ACUTE CARE HOSPITAL MOSAIC LIFE CARE AT ST. JOSEPH,ST. JOSEPH,MO,USA
MERCY HOSPITAL ST. LOUIS,ST. LOUIS,MO,USA
VA MEDICAL CENTER - JEFFERSON BARRACKS DIVISION,ST. LOUIS,MO,USA
PINNACLE REGIONAL HOSPITAL,BOONVILLE,MO,USA
SSM HEALTH DEPAUL HEALTH CENTER,BRIDGETON,MO,USA
HAWTHORN CHILDREN'S PSYCHIATRIC HOSPITAL,ST. LOUIS,MO,USA
VERDE VALLEY MEDICAL CENTER - SEDONA CAMPUS,SEDONA,AZ,USA
SIGNATURE PSYCHIATRIC HOSPITAL,NORTH KANSAS CITY,MO,USA
BILLINGS CLINIC,BILLINGS,MT,USA
BAYHEALTH HOSPITAL SUSSEX CAMPUS,MILFORD,DE,USA
TRIPLER ARMY MEDICAL CENTER,HONOLULU,HI,USA
INDIANHEAD MEDICAL CENTER SHELL LAKE,SHELL LAKE,WI,USA
LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,WATERFORD,WI,USA
LIBERTAS GREEN BAY,GREEN BAY,WI,USA
MARSHFIELD MEDICAL CENTER,MARSHFIELD,WI,USA
MARSHFIELD MEDICAL CENTER - RICE LAKE,RICE LAKE,WI,USA
FIELDSTONE CENTER,BATTLE CREEK,MI,USA
ALLEGIANCE SPECIALTY HOSPITAL OF GREENVILLE,GREENVILLE,MS,USA
FIELD MEMORIAL COMMUNITY HOSPITAL,CENTREVILLE,MS,USA
HIGHLAND COMMUNITY HOSPITAL,PICAYUNE,MS,USA
CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE - VALDESE,VALDESE,NC,USA
ATRIUM HEALTH UNIVERSITY CITY,CHARLOTTE,NC,USA
BETSY JOHNSON HOSPITAL,DUNN,NC,USA
VIDANT NORTH HOSPITAL,ROANOKE RAPIDS,NC,USA
DUKE RALEIGH HOSPITAL,RALEIGH,NC,USA
WAKEMED CARY HOSPITAL,CARY,NC,USA
DAVIE COUNTY HOSPITAL,MOCKSVILLE,NC,USA
HIGHSMITH-RAINEY SPECIALTY HOSPITAL,FAYETTEVILLE,NC,USA
CAROLINAEAST MEDICAL CENTER,NEW BERN,NC,USA
ATRIUM HEALTH STANLY,ALBEMARLE,NC,USA
CHI ST ALEXIUS HEALTH TURTLE LAKE,TURTLE LAKE,ND,USA
ALTRU REHABILITATION CENTER,GRAND FORKS,ND,USA
ADVENTHEALTH APOPKA,APOPKA,FL,USA
ORLANDO VETERANS AFFAIRS MEDICAL CENTER,ORLANDO,FL,USA
ADVENTHEALTH CELEBRATION,CELEBRATION,FL,USA
CHI LISBON HEALTH,LISBON,ND,USA
UF HEALTH LEESBURG HOSPITAL,LEESBURG,FL,USA
CLEVELAND CLINIC INDIAN RIVER HOSPITAL,VERO BEACH,FL,USA
LARGO MEDICAL CENTER - INDIAN ROCKS,LARGO,FL,USA
